arxiv_id,title,published,authors,affiliations,pdf_url
2506.03339v2,Clique detection using symmetry-restricted quantum circuits,2025-06-03,Maximilian Balthasar Mansky; Tobias Rohe; Dmytro Bondarenko; Linus Menzel; Claudia Linnhoff-Popien,,https://arxiv.org/pdf/2506.03339v2
2506.03323v1,Fast Machine Learning for Quantum Control of Microwave Qudits on Edge Hardware,2025-06-03,Flor Sanders; Gaurav Agarwal; Luca Carloni; Giuseppe Di Guglielmo; Andy C. Y. Li; Gabriel N. Perdue,,https://arxiv.org/pdf/2506.03323v1
2506.03318v2,Validation of Quantum Elliptic Curve Point Addition Circuits,2025-06-03,Francis P. Papa,,https://arxiv.org/pdf/2506.03318v2
2506.03316v1,Selective Addressing of Coupled Qubits via Complex Frequency Zero Targeting,2025-06-03,Deepanshu Trivedi; Laraib Niaz; Alex Krasnok,,https://arxiv.org/pdf/2506.03316v1
2506.03286v2,Ultracoherent superconducting cavity-based multiqudit platform with error-resilient control,2025-06-03,Taeyoon Kim; Tanay Roy; Xinyuan You; Andy C. Y. Li; Henry Lamm; Oleg Pronitchev; Mustafa Bal; Sabrina Garattoni; Francesco Crisa; Daniel Bafia; Doga Kurkcuoglu; Roman Pilipenko; Paul Heidler; Nicholas Bornman; David van Zanten; Silvia Zorzetti; Roni Harnik; Akshay Murthy; Andrei Lunin; Sergey Belomestnykh; Shaojiang Zhu; Changqing Wang; Andre Vallieres; Ziwen Huang; Jens Koch; Anna Grassellino; Srivatsan Chakram; Alexander Romanenko; Yao Lu,,https://arxiv.org/pdf/2506.03286v2
2506.03272v1,Investigating Quantum Feature Maps in Quantum Support Vector Machines for Lung Cancer Classification,2025-06-03,My Youssef El Hafidi; Achraf Toufah; Mohamed Achraf Kadim,,https://arxiv.org/pdf/2506.03272v1
2506.03241v1,Universal Resources for QAOA and Quantum Annealing,2025-06-03,Pablo Díez-Valle; Fernando J. Gómez-Ruiz; Diego Porras; Juan José García-Ripoll,,https://arxiv.org/pdf/2506.03241v1
2506.03239v1,Cavity-mediated cross-cross-resonance gate,2025-06-03,Alexey V. Gorshkov; Daniel Cohen; Arbel Haim; Amit Rotem; Or Golan; Gihwan Kim; Andreas Butler; Connor T. Hann; Oskar Painter; Fernando G. S. L. Brandão; Alex Retzker,,https://arxiv.org/pdf/2506.03239v1
2506.03137v2,The perfect entangler spectrum as a tool to analyze crosstalk,2025-06-03,Matthias G. Krauss; Christiane P. Koch,,https://arxiv.org/pdf/2506.03137v2
2506.03127v1,Scalable Distributed Memory Implementation of the Quasi-Adiabatic Propagator Path Integral,2025-06-03,Roman Ovcharenko; Benjamin P. Fingerhut,,https://arxiv.org/pdf/2506.03127v1
2506.03124v1,Simulating dynamics of correlated matter with neural quantum states,2025-06-03,Markus Schmitt; Markus Heyl,,https://arxiv.org/pdf/2506.03124v1
2506.03115v2,Efficient QAOA Architecture for Solving Multi-Constrained Optimization Problems,2025-06-03,David Bucher; Daniel Porawski; Maximilian Janetschek; Jonas Stein; Corey O'Meara; Giorgio Cortiana; Claudia Linnhoff-Popien,,https://arxiv.org/pdf/2506.03115v2
2506.03094v1,Tour de gross: A modular quantum computer based on bivariate bicycle codes,2025-06-03,Theodore J. Yoder; Eddie Schoute; Patrick Rall; Emily Pritchett; Jay M. Gambetta; Andrew W. Cross; Malcolm Carroll; Michael E. Beverland,,https://arxiv.org/pdf/2506.03094v1
2506.03060v1,Adversarial quantum channel discrimination,2025-06-03,Kun Fang; Hamza Fawzi; Omar Fawzi,,https://arxiv.org/pdf/2506.03060v1
2506.03045v1,Measurement incompatibility and quantum steering via linear programming,2025-06-03,Lucas E. A. Porto; Sébastien Designolle; Sebastian Pokutta; Marco Túlio Quintino,,https://arxiv.org/pdf/2506.03045v1
2509.06958v1,Stratified Cohomological Quantum Codes via Colimits in Ch(R),2025-06-03,William Boone Samuels,,https://arxiv.org/pdf/2509.06958v1
2506.03014v2,Convergence and efficiency proof of quantum imaginary time evolution for bounded order systems,2025-06-03,Tobias Hartung; Karl Jansen,,https://arxiv.org/pdf/2506.03014v2
2506.03010v1,Floquet-engineered decoherence-resilient protocols for wideband sensing beyond the linear standard quantum limit,2025-06-03,Hao Wu; Clayton Z. C. Ho; Grant D. Mitts; Joshua A. Rabinowitz; Eric R. Hudson,,https://arxiv.org/pdf/2506.03010v1
2506.02920v1,Quantum Data Centers: Why Entanglement Changes Everything,2025-06-03,Angela Sara Cacciapuoti; Claudio Pellitteri; Jessica Illiano; Laura d'Avossa; Francesco Mazza; Siyi Chen; Marcello Caleffi,,https://arxiv.org/pdf/2506.02920v1
2506.02822v1,Enhanced quantum phase estimation with $q$-deformed nonideal nonclassical light,2025-06-03,Duttatreya; Sanjib Dey,,https://arxiv.org/pdf/2506.02822v1
2506.02809v1,Matrix Elements of Fermionic Gaussian Operators in Arbitrary Pauli Bases: A Pfaffian Formula,2025-06-03,M. A. Rajabpour; MirAdel Seifi MirJafarlou; Reyhaneh Khasseh,,https://arxiv.org/pdf/2506.02809v1
2506.02782v1,Stacking the Odds: Full-Stack Quantum System Design Space Exploration,2025-06-03,Hila Safi; Medina Bandic; Christoph Niedermeier; Carmen G. Almudever; Sebastian Feld; Wolfgang Mauerer,,https://arxiv.org/pdf/2506.02782v1
2506.02734v1,Self-attention U-Net decoder for toric codes,2025-06-03,Wei-Wei Zhang; Zhuo Xia; Wei Zhao; Wei Pan; Haobin Shi,,https://arxiv.org/pdf/2506.02734v1
2506.02681v1,Adiabaticity violation under arbitrarily slow evolution,2025-06-03,Oubo You; Zhaoqi Jiang; Jinhui Shi; Qing Dai; Chunying Guan; Shuang Zhang,,https://arxiv.org/pdf/2506.02681v1
2506.02570v2,Superconducting integrated on-demand quantum memory with microwave pulse preservation,2025-06-03,Aleksei R. Matanin; Nikita S. Smirnov; Anton I. Ivanov; Victor I. Polozov; Daria A. Moskaleva; Elizaveta I. Malevannaya; Margarita V. Androshuk; Yulia A. Agafonova; Denis E. Shirokov; Aleksander V. Andriyash; Ilya A. Rodionov,,https://arxiv.org/pdf/2506.02570v2
2506.02530v1,Strongly regular and strongly walk-regular graphs that admit perfect state transfer,2025-06-03,Sho Kubota; Hiroto Sekido; Harunobu Yata; Kiyoto Yoshino,,https://arxiv.org/pdf/2506.02530v1
2506.02409v1,The Observation of hyperradiance accompanied by enhanced entanglement in a hybrid optomechanical system,2025-06-03,Zeshan Haider; Muhammad Altaf; Tahira Nasreen; Muhammad Imran; Rameez Ul Islam; Manzoor Ikram,,https://arxiv.org/pdf/2506.02409v1
2506.02361v1,Spin Grouping in Ring Cavity and its Protection on Entangled States Transfer,2025-06-03,Chang Li,,https://arxiv.org/pdf/2506.02361v1
2506.02313v1,Euclidean-Monte-Carlo-informed ground-state preparation for quantum simulation of scalar field theory,2025-06-02,Navya Gupta; Christopher David White; Zohreh Davoudi,,https://arxiv.org/pdf/2506.02313v1
2506.02226v2,Prepare-and-Magic: Semi-Device Independent Magic Certification in the Prepare-and-Measure Scenario,2025-06-02,Santiago Zamora; Rafael A. Macedo; Tailan S. Sarubi; Moisés Alves; Davide Poderini; Rafael Chaves,,https://arxiv.org/pdf/2506.02226v2
2506.02187v1,Demonstrating magnetic field robustness and reducing temporal T1 noise in transmon qubits through magnetic field engineering,2025-06-02,Bektur Abdisatarov; Tanay Roy; Daniel Bafia; Roman Pilipenko; Matthew Julian Dubiel; David van Zanten; Shaojiang Zhu; Mustafa Bal; Grigory Eremeev; Hani Elsayed-Ali; Akshay Murty; Alexander Romanenko; Anna Grassellino,,https://arxiv.org/pdf/2506.02187v1
2506.02171v1,Kolmogorov-Arnold Wavefunctions,2025-06-02,Paulo F. Bedaque; Jacob Cigliano; Hersh Kumar; Srijit Paul; Suryansh Rajawat,,https://arxiv.org/pdf/2506.02171v1
2506.02127v4,Quantum Complexity and Chaos in Many-Qudit Doped Clifford Circuits,2025-06-02,Beatrice Magni; Xhek Turkeshi,,https://arxiv.org/pdf/2506.02127v4
2506.02105v1,Learning Circuits with Infinite Tensor Networks,2025-06-02,Joe Gibbs; Lukasz Cincio,,https://arxiv.org/pdf/2506.02105v1
2506.04259v1,Quantum Index Report 2025,2025-06-02,Jonathan Ruane; Elif Kiesow; Johannes Galatsanos; Carl Dukatz; Edward Blomquist; Prashant Shukla,,https://arxiv.org/pdf/2506.04259v1
2506.01903v1,Getting almost all the bits from a quantum random access code,2025-06-02,Han-Hsuan Lin; Ronald de Wolf,,https://arxiv.org/pdf/2506.01903v1
2506.01895v1,Second quantization of nonlinear Vlasov-Poisson system for quantum computation,2025-06-02,Michael Q. May; Hong Qin,,https://arxiv.org/pdf/2506.01895v1
2506.01891v4,Probing Quantum Spin Systems with Kolmogorov-Arnold Neural Network Quantum States,2025-06-02,Mahmud Ashraf Shamim; Eric A F Reinhardt; Talal Ahmed Chowdhury; Sergei Gleyzer; Paulo T Araujo,,https://arxiv.org/pdf/2506.01891v4
2506.01882v1,Learning thermodynamic master equations for open quantum systems,2025-06-02,Peter Sentz; Stanley Nicholson; Yujin Cho; Sohail Reddy; Brendan Keith; Stefanie Günther,,https://arxiv.org/pdf/2506.01882v1
2506.01851v1,Bayesian and Markovian classical feedforward for discriminating amplitude damping channels,2025-06-02,Milajiguli Rexiti; Stefano Mancini,,https://arxiv.org/pdf/2506.01851v1
2506.01837v3,Inverse Microparticle Design for Enhanced Optical Trapping and Detection Efficiency in All Six Degrees of Freedom,2025-06-02,Moosung Lee; Benjamin A. Stickler; Thomas Pertsch; Sungkun Hong,,https://arxiv.org/pdf/2506.01837v3
2506.01824v2,A Quantum Information Theoretic Approach to Tractable Probabilistic Models,2025-06-02,Pedro Zuidberg Dos Martires,,https://arxiv.org/pdf/2506.01824v2
2506.01811v2,Quantum Circuit Encodings of Polynomial Chaos Expansions,2025-06-02,Junaid Aftab; Christoph Schwab; Haizhao Yang; Jakob Zech,,https://arxiv.org/pdf/2506.01811v2
2506.01779v2,Improved belief propagation is sufficient for real-time decoding of quantum memory,2025-06-02,Tristan Müller; Thomas Alexander; Michael E. Beverland; Markus Bühler; Blake R. Johnson; Thilo Maurer; Drew Vandeth,,https://arxiv.org/pdf/2506.01779v2
2506.01715v2,Optimization Strategies for Variational Quantum Algorithms in Noisy Landscapes,2025-06-02,Vojtěch Novák; Ivan Zelinka; Václav Snášel,,https://arxiv.org/pdf/2506.01715v2
2506.01708v2,Quantum Machine Learning for Predicting Anastomotic Leak: A Clinical Study,2025-06-02,Vojtěch Novák; Ivan Zelinka; Lenka Přibylová; Lubomír Martínek; Vladimír Benčurik,,https://arxiv.org/pdf/2506.01708v2
2506.03199v2,Quantum Cognition Machine Learning for Forecasting Chromosomal Instability,2025-06-02,Giuseppe Di Caro; Vahagn Kirakosyan; Alexander G. Abanov; Jerome R. Busemeyer; Luca Candelori; Nadine Hartmann; Ernest T. Lam; Kharen Musaelian; Ryan Samson; Harold Steinacker; Dario Villani; Martin T. Wells; Richard J. Wenstrup; Mengjia Xu,,https://arxiv.org/pdf/2506.03199v2
2506.01666v1,Synthesis of discrete-continuous quantum circuits with multimodal diffusion models,2025-06-02,Florian Fürrutter; Zohim Chandani; Ikko Hamamura; Hans J. Briegel; Gorka Muñoz-Gil,,https://arxiv.org/pdf/2506.01666v1
2506.01657v3,State Similarity in Modular Superconducting Quantum Processors with Classical Communications,2025-06-02,Bujiao Wu; Changrong Xie; Peng Mi; Zhiyi Wu; Zechen Guo; Peisheng Huang; Wenhui Huang; Xuandong Sun; Jiawei Zhang; Libo Zhang; Jiawei Qiu; Xiayu Linpeng; Ziyu Tao; Ji Chu; Ji Jiang; Song Liu; Jingjing Niu; Yuxuan Zhou; Yuxuan Du; Wenhui Ren; Youpeng Zhong; Tongliang Liu; Dapeng Yu,,https://arxiv.org/pdf/2506.01657v3
2506.01559v1,hqQUBO: A Hybrid-querying Quantum Optimization Model Validated with 16-qubits on an Ion Trap Quantum Computer for Life Science Applications,2025-06-02,Rong Chen; Quan-Xin Mei; Wen-Ding Zhao; Lin Yao; Hao-Xiang Yang; Shun-Yao Zhang; Jiao Chen; Hong-Lin Li,,https://arxiv.org/pdf/2506.01559v1
2506.01542v1,Optimal T depth quantum circuits for implementing arbitrary Boolean functions,2025-06-02,Suman Dutta; Anik Basu Bhaumik; Anupam Chattopadhyay; Subhamoy Maitra,,https://arxiv.org/pdf/2506.01542v1
2506.01536v2,Quantum Agents,2025-06-02,Eldar Sultanow; Madjid Tehrani; Siddhant Dutta; William J Buchanan; Muhammad Shahbaz Khan,,https://arxiv.org/pdf/2506.01536v2
2506.01432v3,"New aspects of quantum topological data analysis: Betti number estimation, and testing and tracking of homology and cohomology classes",2025-06-02,Junseo Lee; Nhat A. Nghiem,,https://arxiv.org/pdf/2506.01432v3
2506.01335v1,Neural-network-assisted Monte Carlo sampling trained by Quantum Approximate Optimization Algorithm,2025-06-02,Yuichiro Nakano; Ken N. Okada; Keisuke Fujii,,https://arxiv.org/pdf/2506.01335v1
2506.01314v2,Emergent symmetry in a two-Higgs-doublet model from quantum information and nonstabiliserness,2025-06-02,Giorgio Busoni; John Gargalionis; Ewan N. V. Wallace; Martin J. White,,https://arxiv.org/pdf/2506.01314v2
2506.02068v1,Enhancing Interpretability of Quantum-Assisted Blockchain Clustering via AI Agent-Based Qualitative Analysis,2025-06-02,Yun-Cheng Tsai; Yen-Ku Liu; Samuel Yen-Chi Chen,,https://arxiv.org/pdf/2506.02068v1
2506.01204v1,Quantum-Classical Embedding via Ghost Gutzwiller Approximation for Enhanced Simulations of Correlated Electron Systems,2025-06-01,I-Chi Chen; Aleksei Khindanov; Carlos Salazar; Humberto Munoz Barona; Feng Zhang; Cai-Zhuang Wang; Thomas Iadecola; Nicola Lanatà; Yong-Xin Yao,,https://arxiv.org/pdf/2506.01204v1
2506.01127v2,Recycling Reflections for Perfect Photon Capture,2025-06-01,Yat Wong; Liang Jiang,,https://arxiv.org/pdf/2506.01127v2
2506.01124v1,Quantum nonlinear optics with counter-propagating photons,2025-06-01,Bankim Chandra Das; Ashley Harkavi; Aditya Prakash; Ariel Nakav; Lee Drori; Ofer Firstenberg,,https://arxiv.org/pdf/2506.01124v1
2506.01120v1,Fast numerical generation of Lie closure,2025-06-01,Yutaro Iiyama,,https://arxiv.org/pdf/2506.01120v1
2506.01110v2,Parity-Time Symmetric Spin-1/2 Richardson-Gaudin Models,2025-06-01,M. W. AlMasri,,https://arxiv.org/pdf/2506.01110v2
2506.01108v1,The Bloch Equation Generator -- SimuFísica,2025-06-01,M. P. M. de Souza; G. H. H. Pavão; A. A. C. de Almeida; S. S. Vianna,,https://arxiv.org/pdf/2506.01108v1
2506.01033v1,Electrically tunable quantum interference of atomic spins on surfaces,2025-06-01,Hao Wang; Jing Chen; Peng Fan; Yelko del Castillo; Alejandro Ferrón; Lili Jiang; Zilong Wu; Shijie Li; Hong-Jun Gao; Heng Fan; Joaquín Fernández-Rossier; Kai Yang,,https://arxiv.org/pdf/2506.01033v1
2506.01029v1,AEQUAM: Accelerating Quantum Algorithm Validation through FPGA-Based Emulation,2025-06-01,Lorenzo Lagostina; Deborah Volpe; Maurizio Zamboni; Giovanna Turvani,,https://arxiv.org/pdf/2506.01029v1
2506.00971v2,Resonant Tunneling in Tri-layer 2H-MoTe2 grown by Molecular Beam Epitaxy Coupled with layered WSe2 carrier Reservoir,2025-06-01,Abir Mukherjee; Kajal Sharma; Kamlesh Bhatt; Santanu Kandar; Rajendra Singh; Samaresh Das,,https://arxiv.org/pdf/2506.00971v2
2506.00877v1,Spectral and Thermal Analysis of the Morse Potential within the Dunkl Formalism: Analytical Approximations and Applications,2025-06-01,B. Hamil; B. C. Lütfüoğlu; A. N. Ikot; U. S. Okorie,,https://arxiv.org/pdf/2506.00877v1
2506.00755v1,Exponential speedup in quantum simulation of Kogut-Susskind Hamiltonian via orbifold lattice,2025-05-31,Georg Bergner; Masanori Hanada,,https://arxiv.org/pdf/2506.00755v1
2506.00695v2,Multi-Controlled Quantum Gates in Linear Nearest Neighbor,2025-05-31,Ben Zindorf; Sougato Bose,,https://arxiv.org/pdf/2506.00695v2
2506.00685v1,"High-order interactions in quantum optomechanics: fluctuations, dynamics and thermodynamics",2025-05-31,Alessandro Ferreri; Vincenzo Macrì; Yoshihiko Hasegawa; David Edward Bruschi,,https://arxiv.org/pdf/2506.00685v1
2506.00683v2,Statistical Signal Processing for Quantum Error Mitigation,2025-05-31,Kausthubh Chandramouli; Kelly Mae Allen; Christopher Mori; Dror Baron; Mário A. T. Figueiredo,,https://arxiv.org/pdf/2506.00683v2
2506.14795v1,Comparative Analysis of QNN Architectures for Wind Power Prediction: Feature Maps and Ansatz Configurations,2025-05-31,Batuhan Hangun; Emine Akpinar; Oguz Altun; Onder Eyecioglu,,https://arxiv.org/pdf/2506.14795v1
2506.00647v2,Indefinite Causal Order Skip Logic with Coherently Conditioned Subroutines and Application to Grover Search,2025-05-31,Kym Derriman,,https://arxiv.org/pdf/2506.00647v2
2506.00606v1,Heisenberg-limited Hamiltonian learning continuous variable systems via engineered dissipation,2025-05-31,Tim Möbus; Andreas Bluhm; Tuvia Gefen; Yu Tong; Albert H. Werner; Cambyse Rouzé,,https://arxiv.org/pdf/2506.00606v1
2506.00579v2,Observation of a Fault Tolerance Threshold with Concatenated Codes,2025-05-31,Grace M. Sommers; Michael Foss-Feig; David Hayes; David A. Huse; Michael J. Gullans,,https://arxiv.org/pdf/2506.00579v2
2506.00575v1,Quantum computation with longlived Rydberg-Landau atoms featuring suppressed ionization by the Magnetic Cage,2025-05-31,Amirhossein Momtaheni; Mohammadsadegh Khazali,,https://arxiv.org/pdf/2506.00575v1
2506.00387v1,Heralded deterministic Knill-Laflamme-Milburn entanglement generation for solid-state emitters via waveguide-assisted photon scattering,2025-05-31,Fang-Fang Du; Xin-Shan Du; Zhuo-Ya Bai; Qiu-Lin Tan,,https://arxiv.org/pdf/2506.00387v1
2506.00354v1,A Geometric Quantum Speed Limit: Theoretical Insights and Photonic Implementation,2025-05-31,Qianyi Wang; Ben Wang; Jun Wang; Lijian Zhang,,https://arxiv.org/pdf/2506.00354v1
2506.00321v1,QTP-Net: A Quantum Text Pre-training Network for Natural Language Processing,2025-05-31,Ren-Xin Zhao,,https://arxiv.org/pdf/2506.00321v1
2506.00292v1,Minimizing the number of edges in LC-equivalent graph states,2025-05-30,Hemant Sharma; Kenneth Goodenough; Johannes Borregaard; Filip Rozpędek; Jonas Helsen,,https://arxiv.org/pdf/2506.00292v1
2506.00215v1,Symbolic Hamiltonian Compiler for Hybrid Qubit-Boson Processors,2025-05-30,Ethan Decker; Erik Gustafson; Evan McKinney; Alex K. Jones; Lucas Goetz; Ang Li; Alexander Schuckert; Samuel Stein; Gushu Li; Eleanor Crane,,https://arxiv.org/pdf/2506.00215v1
2506.00193v1,Statistics of Strongly Coupled Defects in Superconducting Qubits,2025-05-30,S. Weeden; D. C. Harrison; S. Patel; M. Snyder; E. J. Blackwell; G. Spahn; S. Abdullah; Y. Takeda; B. L. T. Plourde; J. M. Martinis; R. McDermott,,https://arxiv.org/pdf/2506.00193v1
2506.00132v1,Productionizing Quantum Mass Production,2025-05-30,William J. Huggins; Tanuj Khattar; Nathan Wiebe,,https://arxiv.org/pdf/2506.00132v1
2506.00130v1,Romanesco codes: Bias-tailored qLDPC codes from fractal codes,2025-05-30,Catherine Leroux; Joseph K. Iverson,,https://arxiv.org/pdf/2506.00130v1
2506.00124v1,randextract: a Reference Library to Test and Validate Privacy Amplification Implementations,2025-05-30,Iyán Méndez Veiga; Esther Hänggi,,https://arxiv.org/pdf/2506.00124v1
2506.00118v2,Mid-circuit measurement as an algorithmic primitive,2025-05-30,Antoine Lemelin; Christophe Pere; Olivier Landon-Cardinal; Camille Coti,,https://arxiv.org/pdf/2506.00118v2
2506.00116v2,Fermionic Magic Resources of Quantum Many-Body Systems,2025-05-30,Piotr Sierant; Paolo Stornati; Xhek Turkeshi,,https://arxiv.org/pdf/2506.00116v2
2505.24865v1,Quantum Acoustics with Tunable Nonlinearity in the Superstrong Coupling Regime,2025-05-30,Marco Scigliuzzo; Léo Peyruchat; Riccardo Maria Marabini; Carla Becker; Vincent Jouanny; Per Delsing; Pasquale Scarlino,,https://arxiv.org/pdf/2505.24865v1
2505.24851v2,Realistic quantum network simulation for experimental BBM92 key distribution,2025-05-30,Michelle Chalupnik; Brian Doolittle; Suparna Seshadri; Eric G. Brown; Keith Kenemer; Daniel Winton; Daniel Sanchez-Rosales; Matthew Skrzypczyk; Cara Alexander; Eric Ostby; Michael Cubeddu,,https://arxiv.org/pdf/2505.24851v2
2505.24765v5,Supervised Quantum Machine Learning: A Future Outlook from Qubits to Enterprise Applications,2025-05-30,Srikanth Thudumu; Jason Fisher; Hung Du,,https://arxiv.org/pdf/2505.24765v5
2505.24764v1,Entanglement Detection with Variational Quantum Interference: Theory and Experiment,2025-05-30,Rui Zhang; Zhenhuan Liu; Chendi Yang; Yue-Yang Fei; Xu-Fei Yin; Yingqiu Mao; Li Li; Nai-Le Liu; Yu-Ao Chen; Jian-Wei Pan,,https://arxiv.org/pdf/2505.24764v1
2505.24661v1,Super-additivity of quantum capacity in simple channels,2025-05-30,Zhen Wu; Qi Zhao; Zhihao Ma,,https://arxiv.org/pdf/2505.24661v1
2506.00102v1,Tensor Network for Anomaly Detection in the Latent Space of Proton Collision Events at the LHC,2025-05-30,Ema Puljak; Maurizio Pierini; Artur Garcia-Saez,,https://arxiv.org/pdf/2506.00102v1
2505.24626v1,Co-designed Quantum Discrete Adiabatic Linear System Solver Via Dynamic Circuits,2025-05-30,Boxuan Ai; Shuo He; Xiang Zhao; Lin Yang; Guozhen Liu; Pengfei Gao; Hongbao Liu; Tao Tang; Jiecheng Yang; Jie Wu,,https://arxiv.org/pdf/2505.24626v1
2505.24549v1,Strongly driven transmon as an incoherent noise source,2025-05-30,Linda Greggio; Rémi Robin; Mazyar Mirrahimi; Alexandru Petrescu,,https://arxiv.org/pdf/2505.24549v1
2506.00097v1,Entanglement for Pattern Learning in Temporal Data with Logarithmic Complexity: Benchmarking on IBM Quantum Hardware,2025-05-30,Mostafizur Rahaman Laskar; Richa Goel,,https://arxiv.org/pdf/2506.00097v1
2505.24502v4,From top quarks to enhanced quantum key distribution: A Framework for Optimal Predictability of Quantum Observables,2025-05-30,Dennis I. Martínez-Moreno; Miguel Castillo-Celeita; Diego G. Bussandri,,https://arxiv.org/pdf/2505.24502v4
2505.24459v2,Quantum Search for Gravitational Wave of Massive Black Hole Binaries,2025-05-30,Fangzhou Guo; Jibo He,,https://arxiv.org/pdf/2505.24459v2
2505.24453v1,"Disordering a permutation symmetric system: revivals, thermalization and chaos",2025-05-30,Manju C; Uma Divakaran; Arul Lakshminarayan,,https://arxiv.org/pdf/2505.24453v1
2505.24392v2,"Complex wave functions, CPT and quantum field theory for classical generalized Ising models",2025-05-30,Christof Wetterich,,https://arxiv.org/pdf/2505.24392v2
2505.24366v1,Spin vs. position conjugation in quantum simulations with atoms: application to quantum chemistry,2025-05-30,N. A. Moroz; K. S. Tikhonov; L. V. Gerasimov; A. D. Manukhova; I. B. Bobrov; S. S. Straupe; D. V. Kupriyanov,,https://arxiv.org/pdf/2505.24366v1
2505.24303v2,NbTiN Nanowire Resonators for Spin-Photon Coupling on Solid Neon,2025-05-30,Y. Tian; I. Grytsenko; A. Jennings; J. Wang; H. Ikegami; X. Zhou; S. Tamate; H. Terai; H. Kutsuma; D. Jin; M. Benito; E. Kawakami,,https://arxiv.org/pdf/2505.24303v2
2505.24285v1,Variational-Adiabatic Quantum Solver for Systems of Linear Equations with Warm Starts,2025-05-30,Claudio Sanavio; Fabio Mascherpa; Alessia Marruzzo; Alfonso Amendola; Sauro Succi,,https://arxiv.org/pdf/2505.24285v1
2505.24212v1,Optimal Haar random fermionic linear optics circuits,2025-05-30,Paolo Braccia; N. L. Diaz; Martin Larocca; M. Cerezo; Diego García-Martín,,https://arxiv.org/pdf/2505.24212v1
2505.24194v1,Energy-Embedded Neural Solvers for One-Dimensional Quantum Systems,2025-05-30,Yi-Qiang Wu; Xuan Liu; Hanlin Li; Fuqiang Wang,,https://arxiv.org/pdf/2505.24194v1
2505.24191v1,Benchmarking Quantum Heuristics: Non-Variational QWOA for Weighted Maxcut,2025-05-30,Tavis Bennett; Aidan Smith; Edric Matwiejew; Jingbo Wang,,https://arxiv.org/pdf/2505.24191v1
2505.24169v1,A High-Performance Multilevel Framework for Quantum Layout Synthesis,2025-05-30,Shuohao Ping; Naren Sathishkumar; Wan-Hsuan Lin; Hanyu Wang; Jason Cong,,https://arxiv.org/pdf/2505.24169v1
2505.24071v1,Automated Polarization Basis Adjustment and Security Monitoring in Quantum Communication via Coincidence Entropies,2025-05-29,Tomáš Novák; Carlos Guerra-Yánez; Matěj Holubička; Josef Vojtěch; Josef Blažej,,https://arxiv.org/pdf/2505.24071v1
2505.24052v1,Correlated emission of electron-current waves,2025-05-29,Shane P. Kelly; Eric Kleinherbers; Yanyan Zhu; Yaroslav Tserkovnyak,,https://arxiv.org/pdf/2505.24052v1
2505.23979v1,Assessment of Polarization Entanglement Source: Photon Counting and Correlation Measurement,2025-05-29,Tomáš Novák; Martin Guldan; Josef Vojtěch; Josef Blažej,,https://arxiv.org/pdf/2505.23979v1
2505.23978v1,"How to Verify that a Small Device is Quantum, Unconditionally",2025-05-29,Giulio Malavolta; Tamer Mour,,https://arxiv.org/pdf/2505.23978v1
2505.23893v1,A complexity theory for non-local quantum computation,2025-05-29,Andreas Bluhm; Simon Höfer; Alex May; Mikka Stasiuk; Philip Verduyn Lunel; Henry Yuen,,https://arxiv.org/pdf/2505.23893v1
2505.23674v2,Quantum-Based Software Engineering,2025-05-29,Jianjun Zhao,,https://arxiv.org/pdf/2505.23674v2
2505.23641v2,Fluxonium as a control qubit for bosonic quantum information,2025-05-29,Ke Nie; J. Nofear Bradford; Supriya Mandal; Aayam Bista; Wolfgang Pfaff; Angela Kou,,https://arxiv.org/pdf/2505.23641v2
2505.23638v2,Visualizing Three-Qubit Entanglement,2025-05-29,Alfred Benedito; Germán Sierra,,https://arxiv.org/pdf/2505.23638v2
2505.23622v1,Fast-tracking and disentangling of qubit noise fluctuations using minimal-data averaging and hierarchical discrete fluctuation auto-segmentation,2025-05-29,Abhishek Agarwal; Lachlan P. Lindoy; Deep Lall; Sebastian E. de Graaf; Tobias Lindström; Ivan Rungger,,https://arxiv.org/pdf/2505.23622v1
2505.23567v1,Scalable decoding protocols for fast transversal logic in the surface code,2025-05-29,Mark L. Turner; Earl T. Campbell; Ophelia Crawford; Neil I. Gillespie; Joan Camps,,https://arxiv.org/pdf/2505.23567v1
2505.23389v1,Dynamic Estimation Loss Control in Variational Quantum Sensing via Online Conformal Inference,2025-05-29,Ivana Nikoloska; Hamdi Joudeh; Ruud van Sloun; Osvaldo Simeone,,https://arxiv.org/pdf/2505.23389v1
2505.23373v2,Optimal Control by Variational Quantum Algorithms,2025-05-29,Tangyou Huang; Jing-Jun Zhu; Zhong-Yi Ni,,https://arxiv.org/pdf/2505.23373v2
2505.23289v1,Intermediate State Formation of Topologically Associated Chromatin Domains using Quantum Annealing,2025-05-29,Tobias Kempe; S. M. Ali Tabei; Mohammad H. Ansari,,https://arxiv.org/pdf/2505.23289v1
2505.23256v1,A New Scaling Function for QAOA Tensor Network Simulations,2025-05-29,Goro Miki; Yasuhiro Tokura,,https://arxiv.org/pdf/2505.23256v1
2505.23232v1,Graded Paraparticle Algebra of Majorana Fields for Multidimensional Quantum Computing with Structured Light,2025-05-29,Fabrizio Tamburini; Nicolò Leone; Matteo Sanna; Roberto Siagri,,https://arxiv.org/pdf/2505.23232v1
